Diff,CoreFiles
0.413472000000001, file 11 - 37
2.521922000000001, file 11 - 38
1.477171, file 11 - 39
6.000070000000001, file 11 - 40
0.1800510000000003, file 11 - 41
3.237168, file 11 - 42
0.8992009999999999, file 11 - 43
0.6752089999999996, file 11 - 44
1.279525, file 11 - 45
0.8845350000000006, file 11 - 46
0.405621999999999, file 11 - 47
1.9246499999999995, file 11 - 49
2.170209999999998, file 11 - 50
2.0423070000000005, file 11 - 51
1.356985, file 11 - 52
1.5061959999999992, file 11 - 53
2.181195, file 11 - 54
11.52097, file 11 - 56
2.632376, file 11 - 57
6.305935, file 11 - 58
0.9731649999999994, file 11 - 59
2.5809199999999994, file 11 - 60
4.405125, file 11 - 61
2.592416, file 11 - 62
0.8624079999999988, file 11 - 63
0.2934679999999996, file 11 - 64
2.087271, file 11 - 65
5.105252000000001, file 11 - 66
8.306315999999999, file 11 - 85
7.014291000000001, file 11 - 86
8.159932999999999, file 11 - 87
9.343284, file 11 - 89
4.849798, file 11 - 90
0.909605, file 11 - 91
2.353826, file 11 - 92
3.7722730000000007, file 11 - 93
0.3689289999999994, file 11 - 94
3.5011270000000008, file 11 - 95
0.6027949999999987, file 11 - 96
4.227349000000001, file 11 - 97
1.7914299999999983, file 11 - 98
6.212200000000001, file 12 - 13
5.65089, file 12 - 14
5.659660000000001, file 12 - 15
7.97195, file 12 - 16
5.462810000000001, file 12 - 21
1.954625, file 12 - 22
6.570770000000001, file 12 - 23
4.279143, file 12 - 24
6.990640000000001, file 12 - 25
0.4025399999999988, file 12 - 26
7.878820000000001, file 12 - 28
6.703110000000001, file 12 - 32
5.478020000000001, file 12 - 36
6.228000000000001, file 12 - 37
7.901880000000002, file 12 - 38
6.980300000000001, file 12 - 39
0.4501100000000001, file 12 - 40
6.335790000000001, file 12 - 41
8.72226, file 12 - 42
5.793080000000001, file 12 - 43
7.1288800000000005, file 12 - 44
5.24103, file 12 - 45
6.663010000000002, file 12 - 46
5.355750000000002, file 12 - 47
4.913750000000002, file 12 - 49
7.76319, file 12 - 50
4.819916000000001, file 12 - 51
5.330770000000001, file 12 - 52
7.61069, file 12 - 53
4.686440000000001, file 12 - 54
5.795740999999999, file 12 - 56
4.285617, file 12 - 57
1.1804220000000007, file 12 - 58
5.439910000000001, file 12 - 59
4.083450000000001, file 12 - 60
2.686611, file 12 - 61
4.195730000000001, file 12 - 62
5.693380000000001, file 12 - 63
6.287410000000001, file 12 - 64
4.7185700000000015, file 12 - 65
1.793268, file 12 - 66
10.70757, file 12 - 85
0.2433239999999992, file 12 - 86
0.5776949999999995, file 12 - 87
3.491809, file 12 - 89
2.1651060000000006, file 12 - 90
7.264450000000001, file 12 - 91
4.4292620000000005, file 12 - 92
3.2333620000000005, file 12 - 93
6.88799, file 12 - 94
3.1664890000000003, file 12 - 95
6.107420000000001, file 12 - 96
2.621099, file 12 - 97
7.95117, file 12 - 98
0.6569359999999993, file 13 - 14
0.793393999999999, file 13 - 15
2.8650990000000003, file 13 - 16
1.2038289999999991, file 13 - 21
8.712277, file 13 - 22
1.1494410000000004, file 13 - 23
8.229372999999999, file 13 - 24
1.653457, file 13 - 25
7.37979, file 13 - 26
2.772579000000001, file 13 - 28
0.0446330000000002, file 13 - 32
1.042019999999999, file 13 - 36
0.0792189999999994, file 13 - 37
2.7636390000000013, file 13 - 38
1.6639690000000005, file 13 - 39
6.192200000000001, file 13 - 40
0.4108600000000002, file 13 - 41
3.659024000000001, file 13 - 42
0.4888139999999994, file 13 - 43
1.166458, file 13 - 44
0.6716109999999996, file 13 - 45
1.2594540000000012, file 13 - 46
0.2190979999999985, file 13 - 47
1.5142629999999988, file 13 - 49
2.588967999999999, file 13 - 50
1.972673, file 13 - 51
1.1780669999999998, file 13 - 52
1.829405, file 13 - 53
1.935329, file 13 - 54
11.76292, file 13 - 56
2.4534579999999995, file 13 - 57
5.646843999999999, file 13 - 58
0.376103999999999, file 13 - 59
1.9910129999999984, file 13 - 60
4.284463, file 13 - 61
2.4134979999999997, file 13 - 62
0.7417459999999985, file 13 - 63
0.0476019999999992, file 13 - 64
1.8414049999999995, file 13 - 65
5.184089, file 13 - 66
7.344479, file 13 - 85
6.634614999999999, file 13 - 86
7.836724, file 13 - 87
9.578674, file 13 - 89
4.780164, file 13 - 90
1.0885230000000004, file 13 - 91
2.368212, file 13 - 92
3.702639, file 13 - 93
0.85935, file 13 - 94
3.628867, file 13 - 95
0.4821329999999983, file 13 - 96
4.306186, file 13 - 97
2.373499999999999, file 13 - 98
0.1354429999999996, file 14 - 15
3.522035, file 14 - 16
0.5559199999999999, file 14 - 21
8.117097000000001, file 14 - 22
1.8063769999999997, file 14 - 23
7.841503, file 14 - 24
2.3103929999999995, file 14 - 25
6.765132, file 14 - 26
3.4295150000000003, file 14 - 28
0.6925419999999995, file 14 - 32
0.3867929999999998, file 14 - 36
0.7361549999999988, file 14 - 37
3.4205750000000004, file 14 - 38
2.320905, file 14 - 39
5.60374, file 14 - 40
1.0677959999999995, file 14 - 41
4.315959999999999, file 14 - 42
0.1681219999999998, file 14 - 43
1.8233939999999995, file 14 - 44
0.0146750000000003, file 14 - 45
1.9163900000000005, file 14 - 46
0.4378380000000007, file 14 - 47
0.8573269999999994, file 14 - 49
3.2459039999999986, file 14 - 50
1.324764000000001, file 14 - 51
0.5228400000000004, file 14 - 52
2.488819999999999, file 14 - 53
1.2773780000000003, file 14 - 54
11.21506, file 14 - 56
1.798231, file 14 - 57
4.989908, file 14 - 58
0.2808320000000003, file 14 - 59
1.3340769999999993, file 14 - 60
3.6326300000000007, file 14 - 61
1.7582709999999997, file 14 - 62
0.0899129999999991, file 14 - 63
0.6103490000000001, file 14 - 64
1.183454, file 14 - 65
4.556980000000001, file 14 - 66
8.001415, file 14 - 85
5.977679, file 14 - 86
7.177309, file 14 - 87
9.024034, file 14 - 89
4.132255000000001, file 14 - 90
1.74375, file 14 - 91
1.7299680000000004, file 14 - 92
3.0547300000000006, file 14 - 93
1.5162859999999994, file 14 - 94
3.0142090000000006, file 14 - 95
0.1697000000000009, file 14 - 96
3.679077000000001, file 14 - 97
3.030435999999998, file 14 - 98
3.4436519999999997, file 15 - 16
0.4889750000000002, file 15 - 21
8.116247000000001, file 15 - 22
1.7654379999999992, file 15 - 23
7.848283000000002, file 15 - 24
2.262401999999999, file 15 - 25
6.753507, file 15 - 26
3.353402, file 15 - 28
0.7594869999999991, file 15 - 32
0.2761070000000002, file 15 - 36
0.8463749999999984, file 15 - 37
3.3514220000000003, file 15 - 38
2.2617319999999994, file 15 - 39
5.605270000000001, file 15 - 40
1.1298999999999992, file 15 - 41
4.258531999999999, file 15 - 42
0.2969499999999996, file 15 - 43
1.921051999999999, file 15 - 44
0.0209719999999993, file 15 - 45
1.872382, file 15 - 46
0.3958170000000004, file 15 - 47
0.7210999999999997, file 15 - 49
3.190191999999998, file 15 - 50
1.257819000000001, file 15 - 51
0.4121540000000008, file 15 - 52
2.634786999999999, file 15 - 53
1.141935000000001, file 15 - 54
11.22663, file 15 - 56
1.6875450000000003, file 15 - 57
4.886491, file 15 - 58
0.29367, file 15 - 59
1.3032989999999995, file 15 - 60
3.546510000000001, file 15 - 61
1.6475850000000003, file 15 - 62
0.0037929999999994, file 15 - 63
0.7457919999999998, file 15 - 64
1.0480110000000002, file 15 - 65
4.534115000000002, file 15 - 66
7.701902, file 15 - 85
5.948220000000001, file 15 - 86
7.031548000000001, file 15 - 87
9.034314000000002, file 15 - 89
4.065310000000001, file 15 - 90
1.8544359999999989, file 15 - 91
1.6896110000000006, file 15 - 92
2.987785000000001, file 15 - 93
1.6262309999999989, file 15 - 94
3.002584000000001, file 15 - 95
0.2558200000000006, file 15 - 96
3.656212000000001, file 15 - 97
3.0691079999999977, file 15 - 98
3.604123, file 16 - 21
10.643097, file 16 - 22
2.0072470000000004, file 16 - 23
9.328213000000002, file 16 - 24
1.4965680000000003, file 16 - 25
9.43571, file 16 - 26
0.2147899999999993, file 16 - 28
2.3556610000000004, file 16 - 32
3.600486, file 16 - 36
2.894271000000001, file 16 - 37
0.3208569999999991, file 16 - 38
1.3199399999999997, file 16 - 39
8.086070000000001, file 16 - 40
2.7184260000000005, file 16 - 41
0.5451089999999996, file 16 - 42
3.353913, file 16 - 43
1.8055900000000005, file 16 - 44
3.850318, file 16 - 45
1.8697129999999995, file 16 - 46
3.106066999999999, file 16 - 47
4.379361999999999, file 16 - 49
0.5218490000000013, file 16 - 50
4.372967000000001, file 16 - 51
3.736533000000001, file 16 - 52
0.9230500000000008, file 16 - 53
4.585587, file 16 - 54
13.46065, file 16 - 56
5.0119240000000005, file 16 - 57
8.876728, file 16 - 58
3.619344, file 16 - 59
5.335167999999999, file 16 - 60
6.760073, file 16 - 61
4.971964, file 16 - 62
3.217355999999999, file 16 - 63
2.69786, file 16 - 64
4.491663, file 16 - 65
7.338012000000001, file 16 - 66
6.48338, file 16 - 85
9.696747, file 16 - 86
10.589179, file 16 - 87
11.307164, file 16 - 89
7.180458000000001, file 16 - 90
1.4699430000000002, file 16 - 91
4.635415999999999, file 16 - 92
6.102933, file 16 - 93
2.1118700000000006, file 16 - 94
5.684787, file 16 - 95
2.957742999999999, file 16 - 96
6.460109000000001, file 16 - 97
0.7469450000000016, file 16 - 98
7.852680000000001, file 21 - 22
1.977673, file 21 - 23
7.789003000000001, file 21 - 24
2.461432999999999, file 21 - 25
6.432832, file 21 - 26
3.515073, file 21 - 28
1.2484619999999995, file 21 - 32
0.230172, file 21 - 36
1.234255999999999, file 21 - 37
3.519723000000001, file 21 - 38
2.452933, file 21 - 39
5.358022000000001, file 21 - 40
1.4652369999999992, file 21 - 41
4.431603, file 21 - 42
0.7038629999999998, file 21 - 43
2.283486999999999, file 21 - 44
0.3262009999999995, file 21 - 45
2.0807730000000006, file 21 - 46
0.6199630000000005, file 21 - 47
0.2901259999999994, file 21 - 49
3.3707529999999983, file 21 - 50
0.768844000000001, file 21 - 51
0.1019229999999994, file 21 - 52
2.981934999999999, file 21 - 53
0.6453790000000005, file 21 - 54
11.04813, file 21 - 56
1.1717980000000003, file 21 - 57
4.453836000000001, file 21 - 58
0.5755960000000001, file 21 - 59
0.9845249999999997, file 21 - 60
3.0316000000000005, file 21 - 61
1.141652, file 21 - 62
0.5109080000000007, file 21 - 63
1.215458, file 21 - 64
0.5686200000000001, file 21 - 65
4.167874000000001, file 21 - 66
7.554163, file 21 - 85
5.607380000000001, file 21 - 86
6.531393, file 21 - 87
8.847114, file 21 - 89
3.576335000000001, file 21 - 90
2.358661999999999, file 21 - 91
1.2698930000000006, file 21 - 92
2.4988100000000006, file 21 - 93
2.001330999999998, file 21 - 94
2.681909000000001, file 21 - 95
0.7705490000000008, file 21 - 96
3.2899710000000013, file 21 - 97
3.355782999999998, file 21 - 98
9.160917, file 22 - 23
2.5514290000000006, file 22 - 24
9.604487, file 22 - 25
1.6235850000000007, file 22 - 26
10.551917, file 22 - 28
9.118404, file 22 - 32
7.908716, file 22 - 36
8.726166999999998, file 22 - 37
10.568977000000002, file 22 - 38
9.592857000000002, file 22 - 39
2.410211, file 22 - 40
8.862847, file 22 - 41
11.432307000000002, file 22 - 42
8.258047000000001, file 22 - 43
9.683197, file 22 - 44
7.725447000000001, file 22 - 45
9.257177000000002, file 22 - 46
7.887907, file 22 - 47
7.334494000000001, file 22 - 49
10.428467, file 22 - 50
7.15667, file 22 - 51
7.774016000000001, file 22 - 52
10.232907, file 22 - 53
7.080415, file 22 - 54
3.8136799999999993, file 22 - 56
6.6388240000000005, file 22 - 57
3.3995970000000004, file 22 - 58
7.937927000000002, file 22 - 59
6.507787000000001, file 22 - 60
4.940855, file 22 - 61
6.576811000000001, file 22 - 62
8.163617000000002, file 22 - 63
8.780527000000001, file 22 - 64
7.121213000000001, file 22 - 65
3.93487, file 22 - 66
13.779517, file 22 - 85
2.0518890000000005, file 22 - 86
1.5254330000000005, file 22 - 87
1.5207069999999998, file 22 - 89
4.412302, file 22 - 90
9.831647, file 22 - 91
6.740172000000001, file 22 - 92
5.49812, file 22 - 93
9.429386999999998, file 22 - 94
5.350002, file 22 - 95
8.532494000000003, file 22 - 96
4.798144000000001, file 22 - 97
10.577347, file 22 - 98
8.320313000000002, file 23 - 24
0.4245599999999997, file 23 - 25
7.905539999999999, file 23 - 26
1.8285110000000009, file 23 - 28
0.7292110000000002, file 23 - 32
1.939956, file 23 - 36
1.158757000000001, file 23 - 37
1.6863900000000012, file 23 - 38
0.7094480000000003, file 23 - 39
6.619990000000001, file 23 - 40
0.93981, file 23 - 41
2.431729, file 23 - 42
1.6382549999999996, file 23 - 43
0.0700760000000001, file 23 - 44
2.047996, file 23 - 45
0.0514150000000008, file 23 - 46
1.147984999999999, file 23 - 47
2.663703999999999, file 23 - 49
1.3647709999999988, file 23 - 50
2.7465170000000008, file 23 - 51
2.076003, file 23 - 52
0.7734219999999995, file 23 - 53
2.907373, file 23 - 54
12.09223, file 23 - 56
3.351394, file 23 - 57
7.074406, file 23 - 58
1.7634149999999993, file 23 - 59
3.414039999999998, file 23 - 60
5.117053, file 23 - 61
3.3114339999999998, file 23 - 62
1.5743359999999988, file 23 - 63
1.0196459999999994, file 23 - 64
2.813449, file 23 - 65
5.776212000000001, file 23 - 66
7.895101, file 23 - 85
7.767145, file 23 - 86
8.892707000000001, file 23 - 87
9.922294, file 23 - 89
5.5540080000000005, file 23 - 90
0.1905870000000001, file 23 - 91
3.0417560000000003, file 23 - 92
4.476483, file 23 - 93
0.3763560000000003, file 23 - 94
4.154617, file 23 - 95
1.3147229999999983, file 23 - 96
4.898309000000001, file 23 - 97
1.0316709999999985, file 23 - 98
8.610223000000001, file 24 - 25
3.682111000000001, file 24 - 26
9.236983000000002, file 24 - 28
8.768023000000001, file 24 - 32
7.746283, file 24 - 36
8.252703, file 24 - 37
9.271523000000002, file 24 - 38
8.615063000000001, file 24 - 39
4.392014, file 24 - 40
8.286103, file 24 - 41
9.876063000000002, file 24 - 42
7.956933000000001, file 24 - 43
8.891963, file 24 - 44
7.422163, file 24 - 45
8.389503000000001, file 24 - 46
7.410953000000002, file 24 - 47
7.316693000000002, file 24 - 49
9.154353, file 24 - 50
7.367283, file 24 - 51
7.598193, file 24 - 52
9.138363, file 24 - 53
7.164833, file 24 - 54
0.825475999999999, file 24 - 56
6.928503000000001, file 24 - 57
4.604093000000001, file 24 - 58
7.567663000000001, file 24 - 59
6.577753000000001, file 24 - 60
5.793353000000001, file 24 - 61
6.789403, file 24 - 62
7.8334730000000015, file 24 - 63
8.289623000000002, file 24 - 64
7.171233000000001, file 24 - 65
5.252003, file 24 - 66
10.627463, file 24 - 85
3.096903000000001, file 24 - 86
3.387524000000001, file 24 - 87
1.463211000000001, file 24 - 89
5.357043, file 24 - 90
8.967693, file 24 - 91
7.062873000000001, file 24 - 92
6.219193000000001, file 24 - 93
8.723693, file 24 - 94
6.1966730000000005, file 24 - 95
8.259723000000001, file 24 - 96
5.8405830000000005, file 24 - 97
9.431123, file 24 - 98
8.36282, file 25 - 26
1.3567950000000013, file 25 - 28
1.2129709999999996, file 25 - 32
2.433045999999999, file 25 - 36
1.6649850000000006, file 25 - 37
1.2642420000000012, file 25 - 38
0.2194910000000005, file 25 - 39
7.05876, file 25 - 40
1.4450189999999998, file 25 - 41
1.976565, file 25 - 42
2.142270999999999, file 25 - 43
0.5763039999999998, file 25 - 44
2.549242, file 25 - 45
0.3731449999999988, file 25 - 46
1.6633019999999985, file 25 - 47
3.1677199999999983, file 25 - 49
0.9096069999999992, file 25 - 50
3.230277, file 25 - 51
2.569093, file 25 - 52
0.2725579999999998, file 25 - 53
3.404337, file 25 - 54
12.50181, file 25 - 56
3.844484, file 25 - 57
7.575652, file 25 - 58
2.2417429999999987, file 25 - 59
3.8385999999999982, file 25 - 60
5.605343, file 25 - 61
3.804523999999999, file 25 - 62
2.0626259999999985, file 25 - 63
1.5166099999999991, file 25 - 64
3.310413, file 25 - 65
6.242342, file 25 - 66
7.048636, file 25 - 85
8.271971, file 25 - 86
9.393571, file 25 - 87
10.337253999999998, file 25 - 89
6.037768, file 25 - 90
0.3025029999999994, file 25 - 91
3.5167459999999995, file 25 - 92
4.960243, file 25 - 93
0.882584, file 25 - 94
4.611897, file 25 - 95
1.8030129999999984, file 25 - 96
5.364439000000001, file 25 - 97
0.5264619999999989, file 25 - 98
9.3457, file 26 - 28
7.70487, file 26 - 32
6.529967000000001, file 26 - 36
7.395401999999999, file 26 - 37
9.35908, file 26 - 38
8.35055, file 26 - 39
0.8006209999999989, file 26 - 40
7.556399999999999, file 26 - 41
10.24497, file 26 - 42
6.906104, file 26 - 43
8.3851, file 26 - 44
6.40291, file 26 - 45
8.003890000000002, file 26 - 46
6.59984, file 26 - 47
5.959008000000001, file 26 - 49
9.21726, file 26 - 50
5.706979999999999, file 26 - 51
6.40279, file 26 - 52
8.98407, file 26 - 53
5.68064, file 26 - 54
5.333951000000001, file 26 - 56
5.212522999999999, file 26 - 57
1.920812, file 26 - 58
6.625310000000001, file 26 - 59
5.151287, file 26 - 60
3.456954, file 26 - 61
5.177182, file 26 - 62
6.808764, file 26 - 63
7.438177, file 26 - 64
5.729122, file 26 - 65
2.366418999999999, file 26 - 66
12.82862, file 26 - 85
0.628592, file 26 - 86
0.0222930000000004, file 26 - 87
3.056890000000001, file 26 - 89
2.9297489999999997, file 26 - 90
8.5336, file 26 - 91
5.264607, file 26 - 92
4.012758, file 26 - 93
8.122639999999999, file 26 - 94
3.7509229999999993, file 26 - 95
7.137695000000001, file 26 - 96
3.241741999999999, file 26 - 97
9.330769999999998, file 26 - 98
2.2666110000000006, file 28 - 32
3.5108560000000004, file 28 - 36
2.799951000000002, file 28 - 37
0.1421209999999998, file 28 - 38
1.0939030000000003, file 28 - 39
7.994430000000001, file 28 - 40
2.618922000000001, file 28 - 41
0.6726029999999991, file 28 - 42
3.2613930000000004, file 28 - 43
1.711270000000001, file 28 - 44
3.746203000000001, file 28 - 45
1.7299399999999998, file 28 - 46
2.9320129999999995, file 28 - 47
4.286842, file 28 - 49
0.3943550000000019, file 28 - 50
4.283917000000001, file 28 - 51
3.646903000000001, file 28 - 52
0.8320200000000012, file 28 - 53
4.495337000000001, file 28 - 54
13.366930000000002, file 28 - 56
4.922294, file 28 - 57
8.772613, file 28 - 58
3.501596, file 28 - 59
5.195395, file 28 - 60
6.671143000000001, file 28 - 61
4.882334, file 28 - 62
3.1284259999999997, file 28 - 63
2.60761, file 28 - 64
4.401413, file 28 - 65
7.248662000000001, file 28 - 66
6.285966999999999, file 28 - 85
9.548295, file 28 - 86
10.498149000000002, file 28 - 87
11.213724, file 28 - 89
7.091408000000001, file 28 - 90
1.3803130000000006, file 28 - 91
4.546426, file 28 - 92
6.013883000000002, file 28 - 93
2.0175500000000013, file 28 - 94
5.5947770000000006, file 28 - 95
2.8688129999999994, file 28 - 96
6.370759000000001, file 28 - 97
0.6474410000000023, file 28 - 98
1.0182899999999997, file 32 - 36
0.0142060000000007, file 32 - 37
2.2712610000000013, file 32 - 38
1.2044710000000003, file 32 - 39
6.619890000000001, file 32 - 40
0.2167749999999999, file 32 - 41
3.183141, file 32 - 42
0.5445989999999996, file 32 - 43
1.035025, file 32 - 44
0.922261, file 32 - 45
0.832311000000001, file 32 - 46
0.6284989999999989, file 32 - 47
1.538587999999999, file 32 - 49
2.122290999999999, file 32 - 50
2.0173060000000005, file 32 - 51
1.1465389999999998, file 32 - 52
1.7334729999999996, file 32 - 53
1.893841, file 32 - 54
12.27325, file 32 - 56
2.4202599999999994, file 32 - 57
5.702298, file 32 - 58
0.6728659999999993, file 32 - 59
2.232986999999999, file 32 - 60
4.280062000000001, file 32 - 61
2.390113999999999, file 32 - 62
0.7375539999999987, file 32 - 63
0.0330039999999994, file 32 - 64
1.817082, file 32 - 65
5.43817, file 32 - 66
6.305700999999999, file 32 - 85
6.855842, file 32 - 86
7.779854999999999, file 32 - 87
10.080394, file 32 - 89
4.824796999999999, file 32 - 90
1.1102000000000003, file 32 - 91
2.52943, file 32 - 92
3.747272, file 32 - 93
0.7528689999999996, file 32 - 94
3.953947, file 32 - 95
