0,,,,Version=1.30
10,1.40613,-0.000183334,25.1827,
21,1.40585,-0.000183253,25.1745,
31,1.40536,-0.000183171,25.1806,
41,1.40541,-0.000183198,25.1765,
51,1.40511,-0.000183171,25.1642,
61,1.40409,-0.000183063,25.156,Finish=MaxDischargeTime
71,1.05789,-0.702598,25.1438,
81,1.04013,-0.702511,25.154,
91,1.02919,-0.702604,25.1786,
101,1.0184,-0.702984,25.1888,
111,1.01047,-0.702564,25.2154,
121,1.01104,-0.702565,25.2606,
131,1.01352,-0.702545,25.2667,
141,1.00752,-0.702526,25.3078,
151,1.00476,-0.702621,25.3365,
161,0.99941,-0.702563,25.3489,
171,0.995288,-0.702448,25.3674,
181,0.992775,-0.7026,25.4188,
191,0.990621,-0.702581,25.4353,
201,0.989447,-0.702505,25.4806,
211,0.989996,-0.702486,25.528,
221,0.988408,-0.702638,25.5549,
231,0.98637,-0.702733,25.6065,
241,0.984664,-0.702618,25.6375,
251,0.984172,-0.702466,25.6644,
261,0.982764,-0.702656,25.7038,
271,0.981044,-0.70258,25.7245,
281,0.97904,-0.702218,25.7266,
291,0.977363,-0.702598,25.7494,
301,0.975831,-0.702655,25.8095,
311,0.973993,-0.702522,25.8407,
321,0.972132,-0.702445,25.8698,
331,0.970125,-0.702616,25.9343,
341,0.96943,-0.70273,25.9343,
351,0.967423,-0.702902,26.0113,
361,0.966662,-0.702578,26.0239,
371,0.965321,-0.702692,26.0552,
381,0.964091,-0.702577,26.0698,
391,0.963346,-0.702844,26.0447,
401,0.96178,-0.702691,26.0572,
411,0.960184,-0.702824,26.1241,
421,0.959698,-0.702329,26.1785,
431,0.958103,-0.702386,26.2036,
441,0.956356,-0.702614,26.2245,
451,0.95517,-0.702652,26.2728,
461,0.954193,-0.702633,26.2937,
471,0.953391,-0.702614,26.3588,
482,0.951947,-0.702633,26.3819,
492,0.950964,-0.702595,26.3967,
502,0.950095,-0.702557,26.4261,
512,0.949486,-0.702747,26.4535,
522,0.948828,-0.702842,26.4661,
532,0.948769,-0.702652,26.5209,
542,0.947702,-0.702385,26.5758,
552,0.947265,-0.702442,26.6032,
562,0.94608,-0.702442,26.673,
572,0.945602,-0.702518,26.7154,
582,0.944147,-0.70267,26.7196,
592,0.94313,-0.702651,26.7747,
602,0.942087,-0.702251,26.815,
612,0.941257,-0.702803,26.8384,
622,0.939782,-0.703012,26.883,
632,0.939737,-0.702555,26.9213,
642,0.939594,-0.702536,26.934,
652,0.938904,-0.70246,26.998,
662,0.938207,-0.702612,27.0427,
672,0.937366,-0.702536,27.0491,
682,0.936473,-0.70246,27.0769,
692,0.936326,-0.702536,27.1453,
702,0.936659,-0.702555,27.1709,
712,0.935972,-0.70246,27.2202,
722,0.935672,-0.702802,27.2545,
732,0.934642,-0.702631,27.2845,
742,0.933469,-0.702573,27.3167,
752,0.933564,-0.70284,27.3425,
762,0.933996,-0.702535,27.364,
772,0.933075,-0.702345,27.3962,
782,0.931978,-0.702383,27.4436,
792,0.932012,-0.702345,27.4673,
802,0.93096,-0.702592,27.478,
812,0.930859,-0.702687,27.5147,
822,0.929878,-0.702497,27.5406,
832,0.928896,-0.70282,27.5233,
842,0.92913,-0.70263,27.5427,
852,0.928156,-0.702897,27.5535,
862,0.927528,-0.702535,27.6032,
872,0.926444,-0.702649,27.6313,
882,0.925881,-0.702077,27.6551,
892,0.924895,-0.702477,27.6832,
902,0.924699,-0.702572,27.7157,
912,0.92441,-0.702591,27.7591,
922,0.924087,-0.702553,27.796,
932,0.924054,-0.702477,27.8329,
942,0.923301,-0.702591,27.8372,
952,0.923326,-0.702477,27.8807,
962,0.922515,-0.702496,27.8677,
973,0.92341,-0.702686,27.8981,
983,0.923808,-0.702363,27.9134,
993,0.948743,-0.702519,27.9417,
1003,0.956627,-0.702691,27.97,
1013,0.955294,-0.702462,28.0005,
1023,0.954612,-0.7021,28.0311,
1033,0.953653,-0.702728,28.0594,
1043,0.953576,-0.702672,28.0835,
1053,0.954346,-0.703757,28.0922,
1063,0.952721,-0.702614,28.0857,
1073,0.952092,-0.702557,28.0922,
1083,0.95138,-0.702614,28.125,
1093,0.950969,-0.702614,28.1141,
1103,0.95034,-0.702557,28.1381,
1113,0.949719,-0.702385,28.1732,
1123,0.949346,-0.702537,28.1907,
1133,0.948651,-0.702347,28.1995,
1143,0.948078,-0.702671,28.2323,
1153,0.947913,-0.702575,28.2762,
1163,0.947078,-0.70248,28.2938,
1173,0.946572,-0.702404,28.3114,
1183,0.946184,-0.702537,28.3224,
1193,0.94588,-0.70267,28.3641,
1203,0.945377,-0.702994,28.3971,
1213,0.945857,-0.702613,28.4037,
1223,0.94554,-0.702632,28.3993,
1233,0.945372,-0.702727,28.4258,
1243,0.944791,-0.702575,28.4346,
1253,0.94433,-0.702765,28.4632,
1263,0.943874,-0.702346,28.4544,
1273,0.944078,-0.702689,28.4721,
1283,0.94346,-0.702575,28.5316,
1293,0.942712,-0.702365,28.514,
1303,0.942065,-0.702403,28.5007,
1313,0.941813,-0.70267,28.525,
1323,0.940841,-0.70246,28.4632,
1333,0.940133,-0.70265,28.4258,
1343,0.939361,-0.702384,28.4192,
1353,0.938406,-0.70265,28.3905,
1363,0.937469,-0.702726,28.3465,
1373,0.936597,-0.702688,28.3597,
1383,0.93652,-0.702517,28.4148,
1393,0.936243,-0.702593,28.4346,
1403,0.935896,-0.702498,28.4302,
1413,0.935806,-0.702631,28.4654,
1423,0.935757,-0.70246,28.4544,
1433,0.935494,-0.702631,28.4081,
1443,0.934719,-0.702764,28.4346,
1454,0.93381,-0.702669,28.4698,
1464,0.933331,-0.702631,28.5383,
1474,0.932638,-0.70265,28.5294,
1484,0.932229,-0.702592,28.514,
1494,0.931251,-0.702592,28.4787,
1504,0.930544,-0.702649,28.4985,
1514,0.93021,-0.702516,28.525,
1524,0.928756,-0.702725,28.5825,
1534,0.928315,-0.702535,28.6068,
1544,0.926924,-0.702439,28.6046,
1554,0.926189,-0.702515,28.6046,
1564,0.925553,-0.702687,28.5869,
1574,0.924642,-0.702687,28.5582,
1584,0.924347,-0.702744,28.5118,
1594,0.923487,-0.702686,28.4698,
1604,0.922828,-0.702667,28.4743,
1614,0.922354,-0.702591,28.5316,
1624,0.92189,-0.702381,28.64,
1634,0.921175,-0.702515,28.6843,
