0,,,Version=1.30
1,,,ActionStart=20101
11,1.11463,-0.000145247,
21,1.11485,-0.000145301,
31,1.11448,-0.000145328,
41,1.11433,-0.000145274,
51,1.11441,-0.000145274,
61,1.1155,-0.000145437,Finish=MaxDischargeTime
63,0.745238,-0.999442,Finish=CutoffV
93,1.10387,-0.000144322,
123,1.10816,-0.000144566,
153,1.10956,-0.00014473,
183,1.11058,-0.000144784,
213,1.11104,-0.000144893,
243,1.11169,-0.000144975,
273,1.11203,-0.000145029,
303,1.11234,-0.000145002,
333,1.11234,-0.000145056,
363,1.11256,-0.000145056,
393,1.1128,-0.000145111,
423,1.11299,-0.000145083,
453,1.11298,-0.000145138,
483,1.11335,-0.000145138,
513,1.11337,-0.000145165,
543,1.11345,-0.000145138,
574,1.11353,-0.000145355,
604,1.11377,-0.000145192,
634,1.11371,-0.000145219,
663,1.11362,-0.000145192,Finish=MaxDischargeTime
673,1.5231,,
683,1.60208,,
693,1.65107,0.869704,
703,1.67808,0.875165,
713,1.69328,0.874837,
723,1.70207,0.87811,
733,1.70701,0.883515,
743,1.71005,0.888598,
753,1.71223,0.889942,
763,1.71357,0.88777,
773,1.71422,0.891338,
783,1.72829,,
793,1.73564,,
803,1.72596,,
813,1.7263,0.936017,
823,1.72582,0.939418,
833,1.72598,0.934936,
843,1.72579,0.936571,
853,1.72535,0.937283,
863,1.73729,0.938298,
871,1.75526,0.938416,Finish=Peak
901,1.39835,,
931,1.38804,0.0831855,
961,1.38292,0.0819636,
991,1.37977,0.0815674,
1021,1.37767,,
1051,1.37703,0.107219,
1081,1.37665,0.107187,
1111,1.37662,0.106863,
1141,1.37629,0.102987,
1172,1.37616,0.103727,
1202,1.37612,0.103763,
1232,1.37632,0.103914,
1262,1.37637,0.1006,
1292,1.37629,0.101631,
1322,1.37654,0.10118,
1352,1.37715,0.101073,
1382,1.3772,,
1412,1.37747,0.100389,
1443,1.37766,0.10041,
1473,1.37815,0.100249,
1503,1.37836,0.100255,
1533,1.37865,,
1563,1.37921,0.0981958,
1593,1.37942,0.0985932,
1623,1.3795,0.0993215,
1653,1.3799,0.0992599,
1683,1.3804,0.0992855,
1714,1.38071,,
1744,1.38113,0.0999846,
1774,1.38152,0.100249,
1804,1.3817,0.100358,
1834,1.38228,0.100271,
1864,1.38242,0.100325,
1894,1.38283,0.1003,
1924,1.3831,0.100134,
1954,1.38314,,
1984,1.38337,0.0993301,
2014,1.38362,0.0992961,
2045,1.38384,0.0991511,
2075,1.3842,0.0990723,
2105,1.38465,0.098773,
2135,1.38453,0.0991137,
2165,1.38498,0.100171,
2195,1.38517,0.100462,
2225,1.38537,0.100173,
2255,1.38585,0.100162,
2285,1.38602,0.100139,
2315,1.38619,0.100077,
2345,1.38637,0.10027,
2375,1.38664,0.100101,
2406,1.38677,0.0999098,
2436,1.38702,0.100206,
2466,1.38722,0.100155,
2496,1.3875,0.10041,
2526,1.38767,0.100454,
2556,1.38801,0.100431,
2586,1.38821,0.100376,
2616,1.38822,0.100559,
2646,1.3883,0.100434,
2676,1.3886,0.100653,
2707,1.38879,0.100401,
2737,1.38887,,
2767,1.38903,0.0975732,
2797,1.38909,0.0977591,
2827,1.38938,0.0985246,
2857,1.38954,0.0986223,
2887,1.38951,0.0987282,
2918,1.38962,,
2948,1.39004,0.100355,
2978,1.39023,0.100296,
3008,1.39029,0.100082,
3038,1.39075,0.100312,
3068,1.39088,0.100775,
3098,1.39105,0.100482,
3128,1.39112,0.100129,
3159,1.3914,0.0997178,
3189,1.3914,,
3219,1.39176,0.10129,
3249,1.39193,0.101024,
3279,1.39199,0.101183,
3309,1.39226,0.101429,
3339,1.39239,0.101622,
3370,1.39238,,
3400,1.39256,0.0998834,
3430,1.39263,0.0996919,
3460,1.39257,0.0999767,
3490,1.39283,0.100094,
3520,1.39301,0.100142,
3550,1.39323,0.100312,
3580,1.39336,,
3610,1.39336,0.0990416,
3641,1.39345,0.098867,
3671,1.39356,0.0990746,
3701,1.39378,0.0988809,
3731,1.39395,0.0992349,
3761,1.39409,0.0994029,
3791,1.39458,0.0991024,
3821,1.39432,0.0990004,
3851,1.39453,0.0987573,
3882,1.39459,,
3912,1.39477,0.100493,
3942,1.39489,0.100505,
3972,1.39509,0.100667,
4002,1.39525,0.100397,
4032,1.39526,0.100456,
4062,1.39536,,
4093,1.39547,0.0987939,
4123,1.39556,0.0989262,
4153,1.3956,0.0989492,
4183,1.39573,0.0983353,
4213,1.39588,0.0986647,
4243,1.39589,,
4273,1.39617,0.0994146,
4304,1.39632,0.100208,
4334,1.3965,0.100072,
4364,1.39642,0.100022,
4394,1.39662,0.0997522,
4424,1.39671,0.0990835,
4454,1.39683,,
4484,1.39708,0.100712,
4515,1.39719,0.101602,
4545,1.39732,0.101312,
4575,1.39744,0.101601,
4605,1.39742,0.101257,
4635,1.39766,0.10144,
4665,1.3976,0.100672,
4695,1.39768,0.100368,
4725,1.39785,0.100543,
4756,1.39793,0.100199,
4786,1.39791,0.0997582,
4816,1.39822,0.099568,
4846,1.39832,0.0997729,
4876,1.39825,0.099949,
4906,1.3984,0.100257,
4936,1.39848,0.100396,
4966,1.39861,0.100403,
4996,1.39868,0.100422,
5026,1.39896,0.100049,
5057,1.39902,0.0999582,
5087,1.39915,0.100179,
5117,1.39918,0.10028,
5147,1.39932,0.100448,
5177,1.3996,0.100221,
5207,1.39955,0.0999246,
5237,1.39959,,
5268,1.39946,0.0988579,
5298,1.39951,0.0989182,
5328,1.39972,0.0989611,
5358,1.39975,0.0991092,
5388,1.3998,0.0988763,
5418,1.39989,0.0987276,
5448,1.4002,0.0995971,
5478,1.40028,0.100203,
5508,1.40022,0.100563,
5538,1.40061,0.1003,
5568,1.40041,0.0999071,
5599,1.40057,0.0997618,
5629,1.40076,0.0999541,
5659,1.40103,0.0999443,
5689,1.4011,0.101421,
5719,1.40113,0.101354,
5749,1.40117,0.101592,
5779,1.40125,0.101472,
5809,1.40179,0.101591,
5840,1.40144,0.101526,
5870,1.40163,0.100763,
5900,1.40167,0.099538,
5930,1.4017,0.0997681,
5960,1.40179,0.100253,
5990,1.40183,0.100447,
6020,1.40202,0.100622,
6050,1.40195,0.100829,
6080,1.40201,,
6111,1.40197,0.0988742,
6141,1.40208,0.0994706,
6171,1.40217,0.0994863,
6201,1.40221,0.0991356,
6231,1.40237,0.0991316,
6262,1.40238,0.0988099,
6292,1.40237,0.0987372,
6322,1.40248,0.101245,
6352,1.40274,0.100862,
6382,1.40284,0.100764,
6412,1.40294,0.100541,
6442,1.40291,0.100311,
6472,1.40299,0.100247,
6502,1.40309,0.100095,
6532,1.40339,0.0998961,
6563,1.40318,0.0998148,
6593,1.4033,0.0998548,
6623,1.40336,0.0998411,
6653,1.40358,0.0997525,
6683,1.40363,0.0994593,
6713,1.40363,0.0998315,
6743,1.40363,0.0997379,
6773,1.40383,0.100013,
6803,1.40409,0.100303,
6834,1.40386,0.100306,
6864,1.40384,0.100342,
6894,1.40405,0.100431,
6924,1.40389,0.100351,
6954,1.40427,0.100459,
6984,1.40426,0.100272,
7014,1.40422,0.100261,
7045,1.40433,0.100303,
7075,1.40453,0.100471,
7105,1.40439,0.101724,
7135,1.40452,0.0985576,
7165,1.40454,0.0988187,
7195,1.40475,0.0988755,
7225,1.40468,0.0988011,
7255,1.40488,0.0988749,
7285,1.40491,,
7316,1.40501,0.0995914,
7346,1.40502,0.100116,
7376,1.40519,0.0998681,
7406,1.4052,0.0998274,
7436,1.40519,0.100056,
7466,1.4053,0.10011,
7496,1.40542,0.100212,
7526,1.4054,0.0999921,
7556,1.40568,0.100438,
7586,1.40565,0.100782,
7617,1.40588,0.101799,
7647,1.4058,0.10181,
7677,1.40592,0.101627,
7707,1.40607,0.101549,
7737,1.40605,,
7767,1.40607,0.099734,
7797,1.40611,0.100149,
7827,1.40619,0.100122,
7858,1.40635,0.0999823,
7888,1.40629,0.100026,
7918,1.40622,0.0998913,
7948,1.40645,,
7978,1.40642,0.0988505,
8008,1.40626,0.098987,
8038,1.40629,0.0988946,
8068,1.40636,0.0986575,
8098,1.40638,0.0990567,
8129,1.4063,0.0990996,
8159,1.40629,0.0991877,
8189,1.40642,,
8219,1.4066,0.100611,
8249,1.40666,0.100814,
8279,1.40668,0.0999515,
8309,1.40688,0.0999892,
8339,1.4068,0.099936,
8369,1.40706,0.100051,
8400,1.40701,0.0999476,
8430,1.40713,0.0999903,
8460,1.40723,0.0999118,
8490,1.40738,0.0998378,
8520,1.40728,0.0998813,
8550,1.40726,0.0998606,
8580,1.40744,0.0996705,
8610,1.40736,0.100036,
8640,1.40739,0.100094,
8670,1.40753,0.100026,
8700,1.40755,0.0996016,
8731,1.40758,0.0996699,
8761,1.40759,0.100078,
8791,1.40774,0.0992176,
8821,1.40784,0.0996209,
8851,1.40801,0.0997424,
8881,1.40774,0.10014,
8911,1.40787,0.10038,
8941,1.40793,0.100006,
8972,1.40798,0.100347,
9002,1.40796,0.100443,
9032,1.40812,0.100551,
9062,1.40805,0.10008,
9092,1.40815,0.100262,
9122,1.40809,0.100152,
9152,1.40809,0.100223,
9182,1.40824,0.100504,
9213,1.40816,0.0980726,
9243,1.40807,0.0984635,
9273,1.40816,0.0986062,
9303,1.40822,0.098806,
